data,id_wniosku
2014-03-11,2970
2014-03-11,2972
2014-03-11,2974
2014-03-11,2976
2014-03-11,2977
2014-03-11,2978
2014-03-11,2981
2014-03-11,2982
2014-03-11,2984
2014-03-11,2985
2014-03-11,2986
2014-03-11,2987
2014-03-11,2988
2014-03-11,2992
2014-03-11,2996
2014-03-11,2999
2014-03-11,3002
2014-03-11,3011
2014-03-11,3015
2014-03-11,3032
2014-03-11,3039
2014-03-11,3041
2014-03-11,3043
2014-03-11,3057
2014-03-11,3065
2014-03-12,2725
2014-03-12,2785
2014-03-12,2799
2014-03-12,2802
2014-03-12,2841
2014-03-12,2891
2014-03-12,3045
2014-03-12,3052
2014-03-12,3054
2014-03-12,3074
2014-03-12,3082
2014-03-12,3084
2014-03-12,36411
2014-03-12,36524
2014-03-13,2828
2014-03-13,2893
2014-03-13,2959
2014-03-13,2995
2014-03-13,3003
2014-03-13,3017
2014-03-13,3021
2014-03-13,3022
2014-03-13,3046
2014-03-13,3047
2014-03-13,3060
2014-03-13,3108
2014-03-14,1557
2014-03-14,1581
2014-03-14,1664
2014-03-14,2030
2014-03-14,2050
2014-03-14,2325
2014-03-14,2700
2014-03-14,2889
2014-03-14,2993
2014-03-14,2997
2014-03-14,3018
2014-03-14,3029
2014-03-14,3037
2014-03-14,3090
2014-03-14,3127
2014-03-14,3129
2014-03-15,1631
2014-03-15,2071
2014-03-15,2096
2014-03-15,2307
2014-03-15,2308
2014-03-15,2352
2014-03-15,2494
2014-03-15,2637
2014-03-15,2675
2014-03-15,2743
2014-03-15,2788
2014-03-15,2832
2014-03-15,2870
2014-03-15,2890
2014-03-15,2916
2014-03-15,2923
2014-03-15,2938
2014-03-15,3150
2014-03-15,3152
2014-03-16,2945
2014-03-16,2975
2014-03-16,2980
2014-03-16,3020
2014-03-16,3035
2014-03-16,3036
2014-03-16,3044
2014-03-16,3049
2014-03-16,3079
2014-03-16,3081
2014-03-16,3088
2014-03-16,3131
2014-03-16,3139
2014-03-16,3153
2014-03-17,3193
2014-03-17,3198
2014-03-17,3207
2014-03-18,20
2014-03-18,1794
2014-03-18,1823
2014-03-18,1826
2014-03-18,1841
2014-03-18,1865
2014-03-18,2040
2014-03-18,2045
2014-03-18,2153
2014-03-18,2522
2014-03-18,2540
2014-03-18,2676
2014-03-18,2732
2014-03-18,2757
2014-03-18,2768
2014-03-18,2770
2014-03-18,2797
2014-03-18,2801
2014-03-18,2853
2014-03-18,2888
2014-03-18,2965
2014-03-18,3085
2014-03-18,3097
2014-03-18,3112
2014-03-18,3122
2014-03-18,3165
2014-03-18,3178
2014-03-18,3183
2014-03-18,3186
2014-03-18,3187
2014-03-18,3200
2014-03-18,3221
2014-03-18,3234
2014-03-19,2383
2014-03-19,2530
2014-03-19,3058
2014-03-19,3092
2014-03-19,3109
2014-03-19,3135
2014-03-19,3158
2014-03-19,3164
2014-03-19,3175
2014-03-19,3180
2014-03-19,3184
2014-03-19,3210
2014-03-19,3231
2014-03-19,3232
2014-03-19,3244
2014-03-19,37067
2014-03-20,1801
2014-03-20,2270
2014-03-20,2674
2014-03-20,2730
2014-03-20,2783
2014-03-20,2860
2014-03-20,2864
2014-03-20,2907
2014-03-20,2964
2014-03-20,3087
2014-03-20,3255
2014-03-20,3256
2014-03-20,3265
2014-03-21,2798
2014-03-21,2815
2014-03-21,2820
2014-03-21,2847
2014-03-21,3059
2014-03-21,3134
2014-03-21,3168
2014-03-21,3227
2014-03-21,3245
2014-03-21,3273
2014-03-21,3274
2014-03-21,36990
2014-03-21,37052
2014-03-21,37258
2014-03-21,37268
2014-03-22,3181
2014-03-22,3190
2014-03-22,3228
2014-03-22,3241
2014-03-22,3243
2014-03-22,3250
2014-03-22,3267
2014-03-22,3275
2014-03-22,3285
2014-03-22,3296
2014-03-23,2695
2014-03-23,2937
2014-03-23,2947
2014-03-23,3235
2014-03-23,3299
2014-03-23,3305
2014-03-23,3307
2014-03-23,3312
2014-03-23,3314
2014-03-23,3315
2014-03-23,3317
2014-03-23,3318
2014-03-24,1732
2014-03-24,2836
2014-03-24,3104
2014-03-24,3105
2014-03-24,3141
2014-03-24,3146
2014-03-24,3189
2014-03-24,3199
2014-03-24,3201
2014-03-24,3240
2014-03-24,3249
2014-03-24,3252
2014-03-24,3262
2014-03-24,3270
2014-03-24,3309
2014-03-24,3345
2014-03-24,3351
2014-03-24,3357
2014-03-24,3363
2014-03-24,3368
2014-03-24,28762
2014-03-25,2265
2014-03-25,2406
2014-03-25,2653
2014-03-25,2851
2014-03-25,2866
2014-03-25,3077
2014-03-25,3078
2014-03-25,3224
2014-03-25,3237
2014-03-25,3248
2014-03-25,3282
2014-03-25,3326
2014-03-25,3329
2014-03-25,3340
2014-03-25,3341
2014-03-25,3355
2014-03-25,3362
2014-03-25,3371
2014-03-25,3372
2014-03-25,3387
2014-03-25,3389
2014-03-25,3393
2014-03-25,37082
2014-03-26,1817
2014-03-26,1945
2014-03-26,1949
2014-03-26,2051
2014-03-26,2053
2014-03-26,2499
2014-03-26,3421
2014-03-26,3450
2014-03-26,3461
2014-03-27,1481
2014-03-27,2784
2014-03-27,2807
2014-03-27,3098
2014-03-27,3140
2014-03-27,3149
2014-03-27,3331
2014-03-27,3383
2014-03-27,3392
2014-03-27,3410
2014-03-27,3411
2014-03-27,3413
2014-03-27,3417
2014-03-27,3420
2014-03-27,3422
2014-03-27,3423
2014-03-27,3428
2014-03-27,3429
2014-03-27,3431
2014-03-27,3432
2014-03-27,3435
2014-03-27,3476
2014-03-27,3499
2014-03-28,1433
2014-03-28,3172
2014-03-28,3456
2014-03-28,3534
2014-03-28,3591
2014-03-28,3617
2014-03-29,1642
2014-03-29,2106
2014-03-29,2457
2014-03-29,3157
2014-03-29,3251
2014-03-29,3304
2014-03-29,3311
2014-03-29,3376
2014-03-29,3447
2014-03-29,3481
2014-03-29,3487
2014-03-29,3552
2014-03-29,3554
2014-03-29,3555
2014-03-29,3561
2014-03-29,3563
2014-03-29,3567
2014-03-29,3615
2014-03-29,3706
2014-03-29,3711
2014-03-29,3718
2014-03-29,3746
2014-03-30,2942
2014-03-30,3280
2014-03-30,3327
2014-03-30,3374
2014-03-30,3375
2014-03-30,3437
2014-03-30,3440
2014-03-30,3443
2014-03-30,3460
2014-03-30,3465
2014-03-30,3484
2014-03-30,3564
2014-03-30,3588
2014-03-30,3630
2014-03-31,2043
2014-03-31,3101
2014-03-31,3102
2014-03-31,3160
2014-03-31,3253
2014-03-31,3330
2014-03-31,3497
2014-03-31,3550
2014-03-31,3556
2014-03-31,3595
2014-03-31,3720
2014-03-31,3781
2014-03-31,3787
2014-03-31,3795
2014-03-31,3796
2014-03-31,3799
2014-03-31,3801
2014-03-31,3804
2014-03-31,3808
2014-03-31,3812
2014-03-31,3845
2014-04-01,2650
2014-04-01,3284
2014-04-01,3359
2014-04-01,3458
2014-04-01,3469
2014-04-01,3522
2014-04-01,3528
2014-04-01,3553
2014-04-01,3559
2014-04-01,3560
2014-04-01,3562
2014-04-01,3578
2014-04-01,3592
2014-04-01,3594
2014-04-01,3597
2014-04-01,3639
2014-04-01,3645
2014-04-01,3649
2014-04-01,3669
2014-04-01,3676
2014-04-01,3679
2014-04-01,3727
2014-04-01,3736
2014-04-01,3745
2014-04-01,3755
2014-04-01,3797
2014-04-01,3820
2014-04-01,3824
2014-04-01,3832
2014-04-01,3888
2014-04-01,3890
2014-04-01,3891
2014-04-01,3893
2014-04-01,3894
2014-04-01,3895
2014-04-01,3917
2014-04-01,3926
2014-04-01,3927
2014-04-01,3936
2014-04-02,2718
2014-04-02,3288
2014-04-02,3328
2014-04-02,3603
2014-04-02,3690
2014-04-02,3740
2014-04-02,3815
2014-04-02,3840
2014-04-02,3866
2014-04-02,3892
2014-04-02,3896
2014-04-02,3897
2014-04-02,3899
2014-04-02,3913
2014-04-02,3915
2014-04-02,3919
2014-04-02,3922
2014-04-02,3930
2014-04-02,3939
2014-04-02,3940
2014-04-02,3941
2014-04-02,3944
2014-04-02,3951
2014-04-02,3970
2014-04-02,3992
2014-04-03,2252
2014-04-03,2624
2014-04-03,3162
2014-04-03,3173
2014-04-03,3222
2014-04-03,3230
2014-04-03,3303
2014-04-03,3403
2014-04-03,3459
2014-04-03,3479
2014-04-03,3557
2014-04-03,3568
2014-04-03,3570
2014-04-03,3571
2014-04-03,3580
2014-04-03,3598
2014-04-03,3600
2014-04-03,3607
2014-04-03,3633
2014-04-04,4043
2014-04-05,3051
2014-04-05,3462
2014-04-05,3463
2014-04-05,3482
2014-04-05,3490
2014-04-05,3667
2014-04-05,3672
2014-04-05,3673
2014-04-05,3686
2014-04-05,3721
2014-04-05,3783
2014-04-05,3785
2014-04-05,3786
2014-04-05,3811
2014-04-05,3826
2014-04-05,3844
2014-04-05,3848
2014-04-05,3870
2014-04-05,3883
2014-04-05,3884
2014-04-05,3886
2014-04-05,3887
2014-04-05,3901
2014-04-05,3902
2014-04-05,3937
2014-04-05,3945
2014-04-05,3946
2014-04-05,3950
2014-04-05,3957
2014-04-05,3960
2014-04-05,3967
2014-04-05,3972
2014-04-05,4002
2014-04-05,4031
2014-04-05,4034
2014-04-05,4035
2014-04-05,4045
2014-04-05,4056
2014-04-05,4092
2014-04-05,36413
2014-04-05,37035
2014-04-06,3096
2014-04-06,3197
2014-04-06,3523
2014-04-06,3665
2014-04-06,3689
2014-04-06,3704
2014-04-06,3735
2014-04-06,3761
2014-04-06,3774
2014-04-06,3800
2014-04-06,3830
2014-04-06,3851
2014-04-06,3854
2014-04-06,3861
2014-04-06,3907
2014-04-06,3910
2014-04-06,3912
2014-04-06,3947
2014-04-06,3958
2014-04-06,3974
2014-04-06,3975
2014-04-06,3999
2014-04-06,4003
2014-04-06,4022
2014-04-06,4046
2014-04-06,4090
2014-04-06,4094
2014-04-06,4103
2014-04-06,4106
2014-04-06,4120
2014-04-06,37088
2014-04-07,2646
2014-04-07,2648
2014-04-07,3321
2014-04-07,3369
2014-04-07,3531
2014-04-07,3810
2014-04-07,3867
2014-04-07,3879
2014-04-07,3885
2014-04-07,3921
2014-04-07,3949
2014-04-07,3969
2014-04-07,3995
2014-04-07,4000
2014-04-07,4005
2014-04-07,4044
2014-04-07,4047
2014-04-07,4049
2014-04-07,4060
2014-04-07,4081
2014-04-07,4085
2014-04-07,4089
2014-04-07,4091
2014-04-07,4107
2014-04-07,4126
2014-04-07,4127
2014-04-07,4128
2014-04-07,4147
2014-04-07,4151
2014-04-07,37283
2014-04-08,3286
2014-04-08,3427
2014-04-08,3770
2014-04-08,3841
2014-04-08,3842
2014-04-08,3978
2014-04-08,3981
2014-04-08,3993
2014-04-08,3996
2014-04-08,4007
2014-04-08,4008
2014-04-08,4032
2014-04-08,4051
2014-04-08,4053
2014-04-08,4055
2014-04-08,4062
2014-04-08,4073
2014-04-08,4104
2014-04-08,4110
2014-04-08,4111
2014-04-08,4137
2014-04-08,4171
2014-04-08,4186
2014-04-08,4195
2014-04-08,37282
2014-04-09,3358
2014-04-09,3792
2014-04-09,3873
2014-04-09,3938
2014-04-09,3964
2014-04-09,4006
2014-04-09,4064
2014-04-09,4074
2014-04-09,4131
2014-04-09,4133
2014-04-09,4135
2014-04-09,4185
2014-04-09,4190
2014-04-09,4205
2014-04-09,4210
2014-04-09,4231
2014-04-10,3493
2014-04-10,4115
2014-04-10,4123
2014-04-10,4155
2014-04-10,4163
2014-04-10,4193
2014-04-10,4216
2014-04-10,4218
2014-04-10,4220
2014-04-10,4224
2014-04-10,4235
2014-04-10,4237
2014-04-10,4245
2014-04-10,4255
2014-04-10,4257
2014-04-11,4187
2014-04-11,4264
2014-04-11,4269
2014-04-11,4275
2014-04-12,3988
2014-04-12,4212
2014-04-12,4242
2014-04-12,4246
2014-04-12,4288
2014-04-12,4291
2014-04-12,4307
2014-04-13,2157
2014-04-13,2553
2014-04-13,2682
2014-04-13,3454
2014-04-13,3502
2014-04-13,3983
2014-04-13,4139
2014-04-14,3836
2014-04-14,4050
2014-04-14,4075
2014-04-14,4105
2014-04-14,4140
2014-04-14,4172
2014-04-14,4203
2014-04-14,4214
2014-04-14,4219
2014-04-14,4226
2014-04-14,4240
2014-04-14,4247
2014-04-14,4252
2014-04-14,4254
2014-04-14,4262
2014-04-14,4312
2014-04-14,4330
2014-04-14,4338
2014-04-14,4357
2014-04-15,1947
2014-04-15,2759
2014-04-15,2862
2014-04-15,3099
2014-04-15,3100
2014-04-15,3269
2014-04-15,3398
2014-04-15,3436
2014-04-15,3505
2014-04-15,3520
2014-04-15,3543
2014-04-15,3703
2014-04-15,3705
2014-04-15,3724
2014-04-15,3743
2014-04-15,3788
2014-04-15,3818
2014-04-15,3835
2014-04-15,3839
2014-04-15,3977
2014-04-15,4040
2014-04-15,4041
2014-04-15,4054
2014-04-15,4059
2014-04-15,4084
2014-04-15,4112
2014-04-15,4146
2014-04-15,4162
2014-04-15,4201
2014-04-15,4233
2014-04-15,4260
2014-04-15,4261
2014-04-15,4268
2014-04-15,4272
2014-04-15,4295
2014-04-15,4298
2014-04-15,4304
2014-04-15,4349
2014-04-15,4368
2014-04-16,1861
2014-04-16,2857
2014-04-16,2858
2014-04-16,3063
2014-04-16,3782
2014-04-16,4004
2014-04-16,4058
2014-04-16,4069
2014-04-16,4284
2014-04-16,4302
2014-04-16,4309
2014-04-16,4310
2014-04-16,4324
2014-04-16,4352
2014-04-16,4354
2014-04-16,4359
2014-04-16,4367
2014-04-16,4369
2014-04-16,4371
2014-04-16,4373
2014-04-16,4374
2014-04-16,4376
2014-04-16,4377
2014-04-16,4378
2014-04-16,4379
2014-04-16,4380
2014-04-16,4381
2014-04-16,4435
2014-04-16,4448
2014-04-16,4453
2014-04-17,4388
2014-04-17,4390
2014-04-17,4394
2014-04-17,4396
2014-04-17,4399
2014-04-17,4400
2014-04-17,4401
2014-04-17,4404
2014-04-17,4405
2014-04-17,4409
2014-04-17,4410
2014-04-17,4414
2014-04-17,4417
2014-04-17,4418
2014-04-17,4420
2014-04-17,4432
2014-04-17,4450
2014-04-17,4486
2014-04-18,4358
2014-04-18,4407
2014-04-18,4408
2014-04-18,4415
2014-04-18,4422
2014-04-18,4425
2014-04-18,4428
2014-04-18,4433
2014-04-18,36520
2014-04-19,4501
2014-04-19,4529
2014-04-19,4532
2014-04-19,4536
2014-04-19,4537
2014-04-20,4545
2014-04-20,4547
2014-04-20,4549
2014-04-20,4554
2014-04-20,4568
2014-04-20,4569
2014-04-20,4580
2014-04-21,2790
2014-04-21,4143
2014-04-21,4167
2014-04-21,4331
2014-04-21,4395
2014-04-21,4403
2014-04-21,4406
2014-04-21,4421
2014-04-21,4443
2014-04-21,4502
2014-04-21,4561
2014-04-21,4578
2014-04-21,4589
2014-04-21,4590
2014-04-21,4591
2014-04-21,4594
2014-04-21,4607
2014-04-21,4616
2014-04-21,37270
2014-04-22,3924
2014-04-22,4189
2014-04-22,4221
2014-04-22,4232
2014-04-22,4282
2014-04-22,4335
2014-04-22,4389
2014-04-22,4397
2014-04-22,4434
2014-04-22,4445
2014-04-22,4449
2014-04-22,4454
2014-04-22,4466
2014-04-22,4479
2014-04-22,4491
2014-04-22,4581
2014-04-22,4602
2014-04-22,4614
2014-04-22,4625
2014-04-22,4626
2014-04-22,4647
2014-04-22,4661
2014-04-22,4666
2014-04-22,4671
2014-04-22,4672
2014-04-22,4674
2014-04-22,4678
2014-04-23,1929
2014-04-23,3116
2014-04-23,4356
2014-04-23,4472
2014-04-23,4473
2014-04-23,4476
2014-04-23,4484
2014-04-23,4525
2014-04-23,4680
2014-04-23,4699
2014-04-23,4714
2014-04-24,2354
2014-04-24,4494
2014-04-24,4511
2014-04-24,4535
2014-04-24,4538
2014-04-24,4604
2014-04-24,4650
2014-04-24,4691
2014-04-24,4737
2014-04-24,4742
2014-04-24,4743
2014-04-24,4748
2014-04-24,4764
2014-04-25,4539
2014-04-25,4778
2014-04-25,4787
2014-04-25,4789
2014-04-25,4793
2014-04-25,4803
2014-04-26,4556
2014-04-26,4763
2014-04-27,4021
2014-04-27,4276
2014-04-27,4283
2014-04-27,4386
2014-04-27,4490
2014-04-27,4498
2014-04-27,4500
2014-04-27,4508
2014-04-27,4571
2014-04-27,4656
2014-04-27,4744
2014-04-27,4753
2014-04-27,4814
2014-04-27,4820
2014-04-27,4822
2014-04-27,4831
2014-04-27,4833
2014-04-28,3399
2014-04-28,4251
2014-04-28,4504
2014-04-28,4514
2014-04-28,4527
2014-04-28,4534
2014-04-28,4576
2014-04-28,4579
2014-04-28,4605
2014-04-28,4646
2014-04-28,4660
2014-04-28,4694
2014-04-28,4707
2014-04-28,4719
2014-04-28,4731
2014-04-28,4736
2014-04-28,4750
2014-04-28,4781
2014-04-28,4794
2014-04-28,4860
2014-04-28,4864
2014-04-28,4867
2014-04-28,37058
2014-04-29,4301
2014-04-29,4339
2014-04-29,4391
2014-04-29,4639
2014-04-29,4708
2014-04-29,4717
2014-04-29,4755
2014-04-29,4765
2014-04-29,4779
2014-04-29,4783
