data,id_wniosku
2014-01-01,36273
2014-01-02,1174
2014-01-02,1192
2014-01-02,1193
2014-01-02,1236
2014-01-02,1277
2014-01-02,1325
2014-01-03,1318
2014-01-03,1329
2014-01-03,1344
2014-01-05,1375
2014-01-06,1310
2014-01-06,1313
2014-01-06,1316
2014-01-06,1317
2014-01-06,1322
2014-01-06,1331
2014-01-06,1334
2014-01-06,1338
2014-01-06,1339
2014-01-06,1355
2014-01-06,1365
2014-01-06,1381
2014-01-06,1423
2014-01-06,1425
2014-01-06,1426
2014-01-06,1430
2014-01-06,1436
2014-01-08,1385
2014-01-08,1429
2014-01-08,1447
2014-01-08,1453
2014-01-08,1469
2014-01-08,37271
2014-01-09,1342
2014-01-09,1360
2014-01-09,1473
2014-01-09,35927
2014-01-10,1507
2014-01-10,1514
2014-01-11,1136
2014-01-11,1370
2014-01-11,1379
2014-01-11,1383
2014-01-11,1428
2014-01-11,1504
2014-01-11,1509
2014-01-12,1114
2014-01-12,1258
2014-01-12,1345
2014-01-12,1465
2014-01-12,1541
2014-01-13,1270
2014-01-13,1273
2014-01-13,1468
2014-01-13,1542
2014-01-14,1327
2014-01-14,1343
2014-01-14,1427
2014-01-14,1451
2014-01-14,1513
2014-01-14,1518
2014-01-14,1523
2014-01-14,1535
2014-01-14,1540
2014-01-14,1548
2014-01-14,1549
2014-01-14,1569
2014-01-14,1572
2014-01-14,1573
2014-01-14,1574
2014-01-14,1575
2014-01-14,37098
2014-01-14,37263
2014-01-15,1459
2014-01-15,1475
2014-01-15,1553
2014-01-15,1556
2014-01-15,1558
2014-01-15,1568
2014-01-15,1577
2014-01-15,1579
2014-01-15,1589
2014-01-16,1600
2014-01-16,1601
2014-01-17,1292
2014-01-17,1605
2014-01-18,1256
2014-01-18,1506
2014-01-18,1510
2014-01-19,1543
2014-01-19,1597
2014-01-19,1599
2014-01-19,1604
2014-01-19,1616
2014-01-19,1618
2014-01-19,1650
2014-01-20,1562
2014-01-20,1582
2014-01-20,1602
2014-01-20,1628
2014-01-20,1654
2014-01-20,1658
2014-01-20,1662
2014-01-21,1376
2014-01-21,1545
2014-01-21,1670
2014-01-21,1671
2014-01-22,429
2014-01-22,1561
2014-01-22,1586
2014-01-22,1629
2014-01-22,1663
2014-01-22,1665
2014-01-22,1694
2014-01-23,1460
2014-01-23,1649
2014-01-23,1653
2014-01-23,1685
2014-01-23,1688
2014-01-25,1617
2014-01-25,1724
2014-01-26,1470
2014-01-26,1701
2014-01-26,1722
2014-01-27,1373
2014-01-27,1462
2014-01-27,1551
2014-01-27,1634
2014-01-27,1660
2014-01-27,1679
2014-01-27,1687
2014-01-27,1693
2014-01-27,1702
2014-01-27,1710
2014-01-27,1728
2014-01-27,1734
2014-01-27,1744
2014-01-27,1748
2014-01-29,1637
2014-01-29,1675
2014-01-29,1690
2014-01-29,1713
2014-01-29,1731
2014-01-29,1749
2014-01-29,1779
2014-01-30,1626
2014-01-30,1746
2014-01-30,1753
2014-01-30,1757
2014-01-30,1789
2014-01-31,1807
2014-01-31,1811
2014-02-02,1652
2014-02-02,1793
2014-02-03,1059
2014-02-03,1695
2014-02-03,1819
2014-02-03,1820
2014-02-03,1834
2014-02-04,1696
2014-02-04,1723
2014-02-04,1760
2014-02-04,1761
2014-02-04,1769
2014-02-04,1784
2014-02-04,1809
2014-02-04,1833
2014-02-04,1835
2014-02-04,1839
2014-02-04,37254
2014-02-04,37274
2014-02-05,1862
2014-02-06,1645
2014-02-06,1682
2014-02-06,1737
2014-02-06,1800
2014-02-06,1829
2014-02-06,1830
2014-02-06,1837
2014-02-06,1873
2014-02-07,268
2014-02-07,1756
2014-02-07,1818
2014-02-07,1821
2014-02-07,1852
2014-02-07,1859
2014-02-07,1870
2014-02-07,1872
2014-02-07,1882
2014-02-07,1888
2014-02-07,1893
2014-02-07,36270
2014-02-07,37249
2014-02-08,1907
2014-02-08,1916
2014-02-08,1921
2014-02-08,1923
2014-02-08,1940
2014-02-08,1950
2014-02-08,1954
2014-02-08,1959
2014-02-09,1260
2014-02-09,1676
2014-02-09,1740
2014-02-09,1860
2014-02-09,1936
2014-02-09,1968
2014-02-09,1981
2014-02-09,1986
2014-02-10,1771
2014-02-10,1810
2014-02-10,1832
2014-02-10,1880
2014-02-10,1971
2014-02-10,2001
2014-02-10,2006
2014-02-10,2016
2014-02-11,1933
2014-02-11,1941
2014-02-11,1973
2014-02-11,2010
2014-02-11,2022
2014-02-11,2041
2014-02-11,2046
2014-02-11,2058
2014-02-12,1984
2014-02-12,2009
2014-02-12,2018
2014-02-12,2042
2014-02-12,2061
2014-02-12,2072
2014-02-12,2088
2014-02-12,2093
2014-02-13,2012
2014-02-13,2039
2014-02-13,2049
2014-02-13,2085
2014-02-13,2109
2014-02-14,2067
2014-02-14,2107
2014-02-14,2108
2014-02-14,2112
2014-02-15,2168
2014-02-16,1632
2014-02-16,1641
2014-02-16,1656
2014-02-16,1803
2014-02-16,1805
2014-02-16,1886
2014-02-16,1914
2014-02-16,1931
2014-02-16,2002
2014-02-16,2031
2014-02-16,2038
2014-02-16,2048
2014-02-16,2052
2014-02-16,2089
2014-02-16,2114
2014-02-16,2132
2014-02-16,2144
2014-02-16,2158
2014-02-16,2161
2014-02-16,2169
2014-02-16,35161
2014-02-17,1836
2014-02-17,2014
2014-02-17,2064
2014-02-17,2128
2014-02-17,2185
2014-02-17,37079
2014-02-18,1980
2014-02-18,1991
2014-02-18,1992
2014-02-18,2059
2014-02-18,2080
2014-02-18,2133
2014-02-18,2155
2014-02-18,2164
2014-02-18,2197
2014-02-18,2237
2014-02-18,2243
2014-02-19,1780
2014-02-19,1994
2014-02-19,2015
2014-02-19,2065
2014-02-19,2105
2014-02-19,2160
2014-02-19,2163
2014-02-19,2206
2014-02-19,2214
2014-02-19,2222
2014-02-19,2231
2014-02-19,2232
2014-02-19,2233
2014-02-19,2234
2014-02-19,2235
2014-02-19,2236
2014-02-19,2263
2014-02-19,2272
2014-02-20,1754
2014-02-20,1900
2014-02-20,2254
2014-02-21,2099
2014-02-21,2316
2014-02-22,2212
2014-02-22,2213
2014-02-22,2229
2014-02-22,2239
2014-02-22,2242
2014-02-22,2245
2014-02-22,2255
2014-02-22,2276
2014-02-22,2290
2014-02-22,2297
2014-02-22,2328
2014-02-23,1855
2014-02-23,1889
2014-02-23,1899
2014-02-23,1901
2014-02-23,1908
2014-02-23,1957
2014-02-23,2113
2014-02-23,2130
2014-02-23,2173
2014-02-23,2181
2014-02-23,2198
2014-02-23,2336
2014-02-24,1905
2014-02-24,1911
2014-02-24,2054
2014-02-24,2190
2014-02-24,2191
2014-02-24,2209
2014-02-24,2355
2014-02-24,2364
2014-02-25,1738
2014-02-25,1867
2014-02-25,1925
2014-02-25,1942
2014-02-25,1960
2014-02-25,1963
2014-02-25,2069
2014-02-25,2178
2014-02-25,2182
2014-02-25,2183
2014-02-25,2256
2014-02-25,2295
2014-02-25,2306
2014-02-25,2313
2014-02-25,2349
2014-02-25,2356
2014-02-25,2369
2014-02-25,2372
2014-02-25,2387
2014-02-26,139
2014-02-26,1977
2014-02-26,1988
2014-02-26,2120
2014-02-26,2156
2014-02-26,2257
2014-02-26,2258
2014-02-26,2332
2014-02-26,2375
2014-02-26,2386
2014-02-26,2394
2014-02-27,1965
2014-02-27,2305
2014-02-27,2326
2014-02-27,2398
2014-02-27,2404
2014-02-27,2415
2014-02-27,2419
2014-02-27,2431
2014-02-27,2450
2014-02-27,2453
2014-02-28,1956
2014-02-28,2121
2014-02-28,2353
2014-02-28,2479
2014-03-01,1480
2014-03-01,2017
2014-03-01,2208
2014-03-01,2341
2014-03-01,2379
2014-03-01,2418
2014-03-01,2424
2014-03-01,2452
2014-03-01,2503
2014-03-01,2514
2014-03-03,2008
2014-03-03,2196
2014-03-03,2289
2014-03-03,2327
2014-03-03,2429
2014-03-03,2469
2014-03-03,2487
2014-03-03,2488
2014-03-03,2512
2014-03-03,2513
2014-03-03,2526
2014-03-03,2528
2014-03-03,2533
2014-03-04,313
2014-03-04,2201
2014-03-04,2240
2014-03-04,2261
2014-03-04,2278
2014-03-04,2323
2014-03-04,2324
2014-03-04,2344
2014-03-04,2377
2014-03-04,2382
2014-03-04,2396
2014-03-04,2397
2014-03-04,2437
2014-03-04,2438
2014-03-04,2477
2014-03-04,2524
2014-03-04,2527
2014-03-04,2529
2014-03-04,2543
2014-03-04,2551
2014-03-04,2575
2014-03-04,2576
2014-03-04,2577
2014-03-04,2579
2014-03-04,36507
2014-03-05,2268
2014-03-05,2393
2014-03-05,2485
2014-03-05,2504
2014-03-05,2517
2014-03-05,2539
2014-03-05,2541
2014-03-05,2544
2014-03-05,2574
2014-03-05,2583
2014-03-05,2586
2014-03-05,2595
2014-03-05,2665
2014-03-06,2525
2014-03-06,2557
2014-03-06,2578
2014-03-06,2587
2014-03-06,2588
2014-03-06,2591
2014-03-06,2592
2014-03-06,2593
2014-03-06,2596
2014-03-06,2599
2014-03-06,2686
2014-03-06,2707
2014-03-06,2721
2014-03-06,2749
2014-03-06,2756
2014-03-06,2796
2014-03-07,1912
2014-03-07,2516
2014-03-07,2558
2014-03-07,2606
2014-03-07,2608
2014-03-07,2634
2014-03-07,2641
2014-03-07,2655
2014-03-07,2669
2014-03-07,2778
2014-03-07,2780
2014-03-07,2821
2014-03-07,2869
2014-03-08,2029
2014-03-08,2590
2014-03-08,2684
2014-03-08,2911
2014-03-09,2259
2014-03-09,2342
2014-03-09,2420
2014-03-09,2909
2014-03-09,2920
2014-03-09,2927
2014-03-10,2395
2014-03-10,2403
2014-03-10,2505
2014-03-10,2567
2014-03-10,2597
2014-03-10,2647
2014-03-10,2704
2014-03-10,2740
2014-03-10,2746
2014-03-10,2751
2014-03-10,2769
2014-03-10,2775
2014-03-10,2792
2014-03-10,2793
2014-03-10,2805
2014-03-10,2808
2014-03-10,2810
2014-03-10,2812
2014-03-10,2831
2014-03-10,2838
2014-03-10,2884
2014-03-10,2898
2014-03-10,2899
2014-03-10,2915
2014-03-10,2918
2014-03-10,2924
2014-03-10,2946
2014-03-10,2948
2014-03-10,2969
2014-03-10,2971
2014-03-10,2973
2014-03-10,2979
2014-03-10,2983
2014-03-10,2989
2014-03-10,3000
2014-03-10,3004
2014-03-10,3005
2014-03-10,3006
2014-03-10,3010
2014-03-10,36579
2014-03-11,1686
2014-03-11,2440
2014-03-11,2570
2014-03-11,2582
2014-03-11,2601
2014-03-11,2615
2014-03-11,2623
2014-03-11,2638
2014-03-11,2667
2014-03-11,2728
2014-03-11,2795
2014-03-11,2825
2014-03-11,2829
2014-03-11,2833
2014-03-11,2834
2014-03-11,2840
2014-03-11,2874
2014-03-11,2903
2014-03-11,2956
2014-03-11,2957
2014-03-11,2967
2014-03-11,2968
